"Are you sure that you want to delete the selected playlist? This action cannot be undone.";"Вы уверены, что хотите удалить выбранный плейлист? Это действие не может быть отменено."
"Are you sure that you want to delete this %d report? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить этот %d отчёт? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this activity item and all of its comments? This action cannot be undone.";"Вы уверены, что хотите удалить этот пункт и все его комментарии? Это действие не может быть отменено."
"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить это объявление? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this blog entry? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить эту запись в блоге? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить эту категорию? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this event? It will not be recoverable after being deleted.;Вы уверены, что хотите удалить это событие? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this Feedback? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить эту обратную связь? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this group? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить эту группу? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this member level? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить этот уровень пользователя? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this poll? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить этот опрос? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this Poll? This action cannot be undone.";"Вы уверены, что хотите удалить этот опрос? Это действие не может быть отменено."
"Are you sure that you want to delete this report? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить это сообщение? Это нельзя будет восстановить после удаления."
"Are you sure that you want to delete this video? It will not be recoverable after being deleted.";"Вы уверены, что хотите удалить этот файл? Это нельзя будет восстановить после удаления."
"Are you sure you want to clear the referrers?";"Вы уверены, что хотите очистить рефералов?"
"Are you sure you want to delete the current profile type?";"Вы уверены, что хотите удалить текущий тип профиля?"
"Are you sure you want to delete the selected groups?";"Вы уверены, что хотите удалить выбранные группы?"
"Are you sure you want to delete the selected photo albums?";"Вы уверены, что хотите удалить выбранные фотоальбомы?"
"Are you sure you want to delete the selected user accounts?";"Вы уверены, что хотите удалить выбранные учетные записи?"
"Are you sure you want to delete these file(s)?";"Вы уверены, что хотите удалить эти файл(ы)?"
"Are you sure you want to delete this advertisement?";"Вы уверены, что хотите удалить эту рекламу?"
"Are you sure you want to delete this album?";"Вы действительно хотите удалить этот альбом?"
"Are you sure you want to delete this category?";"Вы уверены, что хотите удалить эту категорию?"
"Are you sure you want to delete this event?";"Вы уверены, что хотите удалить это событие?"
"Are you sure you want to delete this field?";"Вы уверены, что хотите удалить это поле?"
"Are you sure you want to delete this group?";"Вы уверены, что хотите удалить эту группу?"
"Are you sure you want to delete this level? Members in this level will be re-assigned to the default level.";"Вы уверены, что хотите удалить этот уровень? Пользователи этого уровня будет вновь назначен на уровне по умолчанию."
"Are you sure you want to delete this link?";"Вы уверены, что хотите удалить эту ссылку?"
"Are you sure you want to delete this network?";"Вы уверены, что хотите удалить эту сеть?"
"Are you sure you want to delete this option?";"Вы уверены, что хотите удалить этот вариант?"
"Are you sure you want to delete this photo?";"Вы уверены, что хотите удалить эту фотографию?"
"Are you sure you want to delete this post?";"Вы уверены, что хотите удалить это сообщение?"
"Are you sure you want to delete this topic?";"Вы уверены, что хотите удалить эту тему?"
"Are you sure you want to delete this user?";"Вы уверены, что хотите удалить этого пользователя?"
"Are you sure you want to delete this video?";"Вы уверены, что хотите удалить это видео?"
"Are you sure you want to delete your account? Any content you've uploaded in the past will be permanently deleted. You will be immediately signed out and will no longer be able to sign in with this account.";"Вы действительно хотите удалить свою учётную запись? Любое содержимое, которое было загружено на сайт будет также удалено. Ваша учётная запись будет удалёна полностью, без возможности восстановления."
"Are you sure you want to demote this member from officer?";"Вы уверены, что хотите понизить этого пользователя из сотрудника"
"Are you sure you want to empty the %s";"Вы уверены, что хотите очистить %s"
"Are you sure you want to leave this event?";"Вы уверены, что хотите покинуть это событие?" 
"Are you sure you want to leave this group?";"Вы уверены, что хотите покинуть эту группу?"
"Are you sure you want to promote this member to officer?";"Вы уверены, что хотите содействовать этому пользователю из сотрудника?"
"Are you sure you want to remove this member as a friend?";"Вы действительно хотите удалить этого пользователя из списка друзей?"
"Are you sure you want to remove this member from the event?";"Вы уверены, что хотите удалить этого участника из событий?
"Are you sure you want to remove this member from the group?";"Вы уверены, что хотите удалить этого участника из группы?"
"Are you sure you want to remove this moderator?";"Вы уверены, что хотите удалить модератора?"
"Arts";"Искусство"
"Arts & Culture";"Искусство и культура"
"Asia";"Азия"
"Asia/Dili";"Азия/Дели"
"Asia/Dubai";"Азия/Дубай"
"Asia/Hong_Kong";"Азия/Гонконг"
"Asia/Kabul";"Азия/Кабул"
"Asia/Katmandu";"Азия/Катманду"
"Asia/Krasnoyarsk";"Азия/Красноярск"
"Asia/Magadan";"Азия/Магадан"
"Asia/Omsk";"Азия/Омск"
"Asia/Tokyo";"Азия/Токио"
"Asia/Yekaterinburg";"Азия/Екатеринбург"
"Atlantic/Azores";"Атлантика/Азорские острова"
"Atlantic/South_Georgia";"Атлантика/Южная Джорджия"
"Attach";"Прикрепить"
"Attached Image";"Прикрепленное изображение"
"attending";"attending"
"Аustralia";"Австралия"
"Australia/Adelaide";"Австралия/Аделаида"
"Australia/Sydney";"Австралия/Сидней"
"Author";"Автор"

"AUTHORIZATION_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION";"Просьба предоставить некоторую информацию о новом уровне пользователей. Помните, уровни пользователя являются полезными для предоставления некоторым пользователям больше привилегий и предоставлять им возможность ограничения. Если Вы просто хотите создать различные типы профиля (например ""Фанаты ""и"" ""Группы""), перейдите на страницу  вопросов о Профиле."
"AUTHORIZATION_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION";"Просьба предоставить некоторую информацию об этом новом уровне членов. Помните, член уровней полезны для дачи членов больше привилегий или предоставления им умеренности способности. Если вы просто хотите, чтобы создавать различные типы профиля (например, ""Болельщики"" и ""Группы""), пожалуйста, посетите профиль области вопросы."
"AUTHORIZATION_VIEWS_SCRIPTS_ADMINLEVEL_DESCRIPTION";"Уровни пользователя могут использоваться, чтобы дать определенным пользователям больше привилегий чем другие. Вы можете предоставить/ограничить доступ уровня пользователя в особенности, слоев сообщества. Вы также можете назначить уровни, которые имеют замедление или административные способности.<br/><br/>Один из ваших уровней пользователя должен быть отмечен как ""уровень по умолчанию"". Когда новые пользователи зарегистрируются, они будут автоматически принадлежать этому уровню. Вы можете изменить уровень конкретного пользователя, отредактировав их реквизиты на %s странице. Если Вы хотите, чтобы все пользователи в вашем сообществе имели те же самые возможности и ограничения, то Вам будет нужен только один уровень пользователя (кроме уровня Superadmin)."

"Auto-approve Members";"Доступ к сайту"
"Automatic";"Автоматическая"
"Autos & Vehicles";"Авто и транспорт"
"Available Blocks";"Доступные блоки"
"Available placeholders:";"Доступные заполнители:" 
"Available Themes";"Доступные темы"
"Awaiting Reply";"Ожидается ответ"
"awaiting reply";"ожидается ответ" 
"Back to Event";"Назад в событие"
"Back to File Manager";"Назад в Файловый менеджер"
"Back to Group";"Назад в группу"
"back to network";"Назад в сеть"
"Back to Topics";"Назад в тему"
"Back To Topics";"Назад в тему"
"Bad params";"Плохие параметры"
"Be the first to %1$screate%2$s one!";"Быть первым %1$s создать %2$s альбом!"
"Be the first to %1$spost%2$s one!";"Быть первым %1$s создать %2$s видео!"
"Be the first to %1$swrite%2$s one!";"Быть первым %1$s создать %2$s блог!"
"Be the first to %post%2$s one!";"Быть первым % создать %2$s объявление!"
"Between %1$s and %2$s";"Между %1$s и %2$s"
"Birthdate";"Дата рождения"
"Birthday";"День рождения"
"Birthdays must include a month and a date.";"День рождения должен включать месяц и день."
"Block Member";"Заблокировать пользователя"
"Blocked Members";"Заблокированные пользователи"
"Blog";"Блог"
"blog";"блог";"блога";"блогов"
"Blog Comment Options";"Параметры комментария блога"
"Blog Entries";"Записи блогов"
"Blog Entry Categories";"Запись в блоге категории" 
"Blog Entry Privacy";"Личная запись в блоге"
"Blog Gutter Navigation Menu";"Меню навигации блога"
"Blog Main Navigation Menu";"Главного меню навигации блога" 
"Blog Quick Navigation Menu";"Быстрая навигации меню блога"
"Blog Styles";"Стили блога"

"BLOG_FORM_ADMIN_GLOBAL_BLOGPUBLIC_DESCRIPTION";"Выберите, действительно ли Вы хотите позволить посетителям (пользователи, которые не загружены), просмотр следующих разделов вашей социальной сети. В некоторых случаях (таких как Профили, Блоги, и Альбомы), если Вы дали им возможность, ваши пользователи смогут сделать их страницы частными даже при том, что Вы сделали их публично просматриваемыми здесь. Дополнительные настройки разрешения, пожалуйста, перейдите на страницу ""Общие настройки""."
"BLOG_FORM_ADMIN_LEVEL_DESCRIPTION";"Эти параметры настройки применены на основании уровня пользователя. Сначала, выберите уровень пользователя Вы хотите изменить, затем настроить параметры для уровня ниже."
"BLOG_VIEW_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"Если вы хотите позволить пользователям классифицировать их блоги, создайте категорий ниже. Эта функция полезна, если вы хотите внести в список все записи в дневнике ваших пользователей, что если у вас нет категории, у ваших пользователей не будет предоставлена возможность назначить категории блога."
"BLOG_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"На этой странице перечислены все записи в блоге пользователи оставили сообщений. Вы можете использовать эту страницу, чтобы отслеживать эти блоги и удалять оскорбительные материалы в случае необходимости. Ввод критериев в области фильтра поможет вам найти конкретные записи в блоге. Оставьте поля фильтра пустыми, будут показаны все записи в блоге вашей социальной сети."

"Blogs";"Блоги"
"Blogs Plugin";"Плагин блоги"
"Body";"Текст"
"Browse albums by:";"Обзор альбомов:"
"Browse By";"Список по:"
"Browse By:";"Список по:"
"Browse Chatrooms";"Обзор чаты" 
"Browse Entries";"Обзор записей"
"Browse Groups";"Обзор групп"
"Browse Listings";"Обзор объявлений"
"Browse Members";"Поиск пользователей"
"Browse Members Page";"Обзор страницы пользователя"
"Browse Music";"Обзор музыки"
"Browse Polls";"Обзор опросов" 
"Browse Videos";"Обзор видео"
"Business";"Бизнес"
"Business & Finance";"Бизнес и Финансы"
"By";"Кем:"
"by";"кем:"
"by %s";"в %s"
"By %s";"В %s"
"By Day";"В день"
"By Month";"В месяц"
"By Week";"В неделю"
"By Year";"В год"
"Cache Lifetime";"Время жизни кэша"
"Caching Feature";"Функция кэширования"
"Campaign Name";"Название кампании"
"Can be a domain name, hostname, or an IP address (recommended)";"Может быть доменное имя, имя хоста или IP-адрес (рекомендуется)"
"Can users IM only their friends or everyone?";"Могут ли пользователи IM только своих друзей или всех?" 
"Canada/Newfoundland";"Канада/Ньюфаундленд"
"cancel";"отмена"
"Cancel";"Отмена"
"Cancel Friend Request";"Отменить запрос дружбы"
"Cancel Group Membership Request";"Отменить запрос участника в группах"
"Cancel Invite";"Отменить приглашение"
"Cancel Request";"Отменить запрос"
"cannot toggle, no event or element";"не может переключаться, не событие или элемент"
"Captcha ID field is missing";"Пожалуйста, введите символы, которые Вы видите на картинке."
"Captcha value is wrong";"Пожалуйста, введите символы, которые Вы видите на картинке."
"CAPTCHA_DESCRIPTION";"Пожалуйста, введите символы, которые Вы видите на картинке."
"Caption";"Описание"
"Categories";"Категории"
"Categories";"Категории"
"Category";"Категория"
"Category:";"Категория:"
"Category :";"Категория:"
"Category added.";"Категория добавлена."
"Category deleted.";"Категория удалена."
"Category Name";"Название категории"
"Category Title";"Название категории"
"Cache Lifetime";"Время жизни кэша" 
"Caching Feature";"Кэширование" 
"Can be a domain name, hostname, or an IP address (recommended)";"Может быть доменное имя, имя хоста или IP-адрес (рекомендуется)" 
"Censored Words";"Цензура слов"
"Change in";"Изменения в"
"Change Password";"Изменить пароль"
"Change Settings";"Изменить параметры"
"Change Vote?";"Изменить голос?"
"Changes have been saved.";"Изменения были сохранены." 
"Changes made to this form will not be saved.  Please adjust the permissions (CHMOD) of file %s to 777 and try again.";"Изменения, сделанные в этой форме, не будут сохранены. Пожалуйста, установите права доступа (CHMOD) для файла %s на 777 и попробуйте снова."
"Changes saved";"Изменения сохранены"
"Changes saved.";"Изменения сохранены."
"Chat";"Чат"
"Chat Plugin";"Плагин Чат"
"Chat room page description.";"Описание страницы чата." 
"CHAT_FORM_ADMIN_SETTINGS_GLOBAL_GENERALDELAY_DESCRIPTION";"Чат приложение подключается к серверу (с использованием AJAX) каждые несколько секунд, чтобы получить новые данные. Как часто вы хотите, чтобы этот процесс происходит? Короткий промежуток времени сделает чат немного быстрее, но и будет потреблять больше ресурсов сервера. Если ваш сервер переживает спад вопросы, попытайтесь увеличить это значение по умолчанию (5000 миллисекунд). Пожалуйста, введите число между 1000 и 100000 (в миллисекундах). "
"CHAT_FORM_ADMIN_SETTINGS_LEVEL_DESCRIPTION";"Эти параметры применяются на основании уровня пользователя. Начните с выбора уровня пользователя, который требуется изменить, а затем настроить параметры, на уровень ниже."
"Checking URL...";"Проверка URL..."
"Choice Label";"Выберите иконку"
"Choose Album";"Выберите альбом"
"Choose All Friends";"Выберите всех друзей"
"Choose Friend List";"Выберите список друзей"
"Choose Image:";"Выберите изображение:"
"Choose Message";"Выберите сообщение"
"Choose music from your computer to add to this playlist.";"Выберите музыку с вашего компьютера, чтобы добавить в этот плейлист."
"Choose New Photo";"Выберите новое фото"
"Choose photos on your computer to add to this album.";"Выберите фотографии на компьютере, чтобы добавить к этому альбому."
"Choose photos on your computer to add to this album. (2MB maximum)";"Выберите фотографии на компьютере, чтобы добавить в этот альбом.(2Мб Максимум)"
"Choose photos on your computer to add to this classified listing. (2MB maximum)";"Выберите фото на компьютере, чтобы добавить к этому объявлению.(2Мб максимум)"
"Choose Playlist";"Выберите плейлист"
"Choose Source";"Выберите источник"
"Choose the people you want to invite to this event.";"Выберите людей, которых Вы хотите пригласить на это событие." 
"Choose the people you want to invite to this group.";"Выберите людей, которых Вы хотите пригласить в эту группу."
"City";"Город"
"Classified";"Объявление"
"classified";"объявление";"объявление"
"Classified Comment Options";"Параметры комментария объявления"
"Classified Currency";"Валюта объявлений"
"Classified Gutter Navigation Menu";"Меню навигации объявлений"
"Classified Listing Categories";"Категории объявлений"
"Classified Listing Photos";"Фото объявления"
"Classified Listings";"Объявление"
"Classified Main Navigation Menu";"Главное меню навигации объявлений"
"Classified Questions";"Объявленные вопросы"
"Classified Quick Navigation Menu";"Быстрое меню навигации объявлений"

"CLASSIFIED_FORM_ADMIN_GLOBAL_CLASSIFIEDPUBLIC_DESCRIPTION";"Выберите ли вы хотите, чтобы с общественностью (посетителей, которые не вошли в систему), чтобы просмотреть следующие разделы вашей социальной сети. В некоторых случаях (например, профили, блоги, книги, альбомы), если вы дали им возможность, ваши пользователи смогут внести свои страницы частных, даже если вы сделали их публично просмотреть здесь. Дополнительные настройки разрешения, пожалуйста, перейдите на страницу ""Общие настройки""."
"CLASSIFIED_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Ваши участники могут выбрать любой из вариантов проверить ниже, когда они решают, кто может оставлять комментарии на их списках. Если вы не укажите какой либо вариант, всем будет разрешено оставлять комментарии на объявления."
"CLASSIFIED_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Ваши пользователи могут выбрать любой из вариантов проверить ниже, когда они решают, кто может увидеть их классифицировать списков. Эти параметры отображаются для пользователей ""Добавить объявление"" и ""Изменить запись"" страницы. Если вы не укажите какой либо вариант, всем будет разрешено просматривать объявления."
"CLASSIFIED_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";"Вы хотите разрешить участникам создавать объявления? Если установлено значение Нет, некоторые другие настройки на этой странице, могут не применяться. Это полезно, если вы хотите, чтобы пользователи смогли просматривать объявления, а только определенный уровень, чтобы иметь возможность создавать объявления."
"CLASSIFIED_FORM_ADMIN_LEVEL_DESCRIPTION";"Эти параметры применяются на основе уровня одного пользователя. Начните с выбора уровня пользователя, который требуется изменить, а затем настроить параметры, на уровень ниже."
"CLASSIFIED_VIEWS_SCRIPTS_ADMINMANAGE_DELETE_DESCRIPTION";"Вы уверены, что хотите удалить это объявление? Оно не будет восстановлено после удаления."

"Classifieds";"Объявления"
"Classifieds Listing Privacy";"Личное объявление"
"Classifieds Plugin";"Плагин объявления"

"CLASSIFIEDS_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"На этой странице перечислены все списки ваших пользователей. Вы можете использовать эту страницу, чтобы отслеживать объявления и удалять оскорбительные материалы в случае необходимости. Ввод критериев в области фильтра поможет вам найти конкретные записи в дневнике. Оставьте фильтра поля пустыми, и будут показаны все записи в дневнике на вашей социальной сети."
"CLASSIFIEDS_VIEWS_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"Если вы хотите, чтобы позволить пользователям классифицировать их объявления, создайте ниже категории. Эта функция полезна, если вы хотите внести в список объявления всех пользователей, что если у вас нет категорий пользователей не будет предоставлена возможность присвоения категории объявления."
"CLASSIFIEDS_VIEWS_SCRIPTS_ADMINSETTINGS_DELETE_DESCRIPTION";"Вы уверены, что хотите удалить эту категорию? Она не будет восстановлено после удаления."

"clear";"очистить"
"Clear List";"Очистить список"
"Click <a href="%s">here</a> to resend the email. ";"Нажмите <a href="%s">here</a>, чтобы отправить по электронной почте."
"Click ""Add Photos"" to select one or more photos from your computer. After you have selected the photos, they will begin to upload right away. When your upload is finished, click the button below your photo list to save them to your classified listing.";"Нажмите ""Добавить фото"", чтобы выбрать одну или несколько фотографий с компьютера. После того как вы выбрали фотографии, они начнут загружать сразу. Когда загрузка завершена, нажмите кнопку ниже списка фото чтобы сохранить их"
"Click ""Add Video"" to select a video from your computer. After you have selected video, click on Post Video at the bottom to begin uploading the file. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed.";"Нажмите, ""Добавить Видео"", для выбора видео с вашего компьютера. После того, как вы выбрали видео, нажмите на ""Разместить видео"" внизу экрана, чтобы начать загрузку файла. Пожалуйста, подождите, пока ваше видео загружается. Когда загрузка закончена, и ваше видео будет обработано - Вы будете уведомлены, когда видео будет готово к просмотру."
"Click ""Browse..."" to select the file you would like to upload.";"Нажмите, ""Обзор..."", чтобы выбрать файл, который Вы хотите загрузить."
"Click ""Browse..."" to select the MP3 file you would like to upload.";"Нажмите ""Обзор ..."" чтобы выбрать MP3 файл, который вы хотите загрузить."
"Click <a href=""%s"">here</a> to resend the email.";"Нажмите <a href=""%s"">здесь</a> отправить по электронной почте."
"click to rate";"нажмите на рейтинг"
"Click to remove this entry.";"Нажмите, чтобы удалить эту запись."
"Clicks";"Клики"
"Clone";"Скопировать"
"Clone a theme pack";"Скопировать пакет темы"
"Close";"Закрыть"
"Close Listing";"Закрыть объявление"
"Comedy";"Комедия"
"Comma-separated list, or one-email-per-line.";"Отделите список пользователей запятой, или введите адреса электронной почты."
"Comment";"Комментарий"
"comment";"комментарий";"комментарии"
"Comment deleted";"Комментарий удален"
"Comment has been deleted";"Комментарий был удалён"
"Comment on Liked";"Комментарий понравился"
"Comment Privacy";"Личный комментарий"
"Comments";"Комментарии"
"Compose Message";"Создать сообщение"
"Compose your new blog entry below, then click ""Post Entry"" to publish the entry to your blog.";"Создайте новую запись в блоге, а затем нажмите кнопку ""Запись сообщении"", чтобы опубликовать запись в своём блоге."
"Compose your new classified listing below, then click ""Post Listing"" to publish the listing.";"Создайте новое объявление, а затем нажмите кнопку ""Опубликовать объявление"", чтобы опубликовать объявление."
"Computers & Internet";"Компьютеры и Интернет"
"Conferences";"Конференции"
"Confirm Friend";"Подтвердить дружбу"
"Confirm New Password";"Подтвердите новый пароль"
"Confirm password";"Подтвердите пароль"
"Conrols settings about access to the admin panel.";"Контрольные настройки для доступа к админ-панели."
"Contact";"Контакты"
"Contact Information";"Контактная информация"
"Contact Us";"Обратная связь"
"Content";"Содержание"
"Content Type";"Тип содержания"
"Continue";"Продолжить"
"continue to my listing";"продолжить мой список"
"Control Panel";"Панель управления"
"Conversation with a deleted member.";"Разговор с удалённым пользователем"
"Conversion Ratio";"Конверсионное отношение"
"Copy Values From:";"Копировать значения от:"
"copy URL";"копировать URL"
"Copy Values From:";"Копировать значения из:"
"Copyright";"Copyright"
"Copyright";"Copyright 2010 Social Network"
"Copyright &copy;%s";"Copyright &copy;%s"
"Core";"Core"

"CORE_ADMIN_FORM_SETTINGS_SPAM_COMMENTHTML_DESCRIPTION";"По умолчанию, пользователь, возможно, не вводит никаких html-тэгов в комментарии. Если Вы хотите позволить определенные тэгы, Вы можете ввести их ниже (отделенный запятыми). Пример: b, img, a, embed, font"
"CORE_FORM_ADMIN_ADS_AD_MEDIATYPE_DESCRIPTION";"Загрузить изображение баннера с вашего компьютера или укажите ваш HTML код (например Google Adsense). Если Вы решили загружать изображение, это должен быть действительный GIF, JPG, JPEG, или файл PNG менее чем 200 КБ."
"CORE_FORM_ADMIN_ADS_CREATE_LIMITCTR_DESCRIPTION";"Если Вы определите минимальный CTR (рейтинг на основе соотношения, которое является соотношением кликов к просмотрам), и CTR кампании опускается ниже лимита, то кампания заканчивается. Если Вы решаете указать минимальный предел CTR, Вы должны ввести её как процент кликов для просмотра (например 0.05 %). Чтобы создавать кампанию без определенного конца, не указывайте пределы, и ваша кампания будет продолжаться, пока Вы не захотите её закончить."
"CORE_FORM_ADMIN_MESSAGE_MAIL_DESCRIPTION";"Используя эту форму, вы сможете отправить по электронной почте всем пользователям вашей сети. Письма отправляются с использованием очереди системы, поэтому они будут отправлены в течение долгого времени. Письмо будет отправлено вам, когда все письма будут отправлены." 
"CORE_FORM_ADMIN_SETTINGS_EMAIL_DESCRIPTION";"Различные электронные уведомления посылают вашим пользователям, поскольку они взаимодействуют с сообществом. Используйте эту форму, чтобы настроить содержание этих электронных сообщений. Любые изменения, которые Вы делаете, здесь будут только сохранены после того, как Вы нажмёте на кнопку ""Сохранить изменения"" внизу формы."
"CORE_FORM_ADMIN_SETTINGS_GENERAL_COMMENTHTML_DESCRIPTION";"По умолчанию, пользователи возможно не вводят никаких html-тэгов в комментарии. Если Вы хотите позволить определенные тэгы, Вы можете ввести их ниже (разделяя запятыми). Пример: b, img, a, embed, font"
"CORE_FORM_ADMIN_SETTINGS_GENERAL_DESCRIPTION";"Режим обслуживания будет препятствовать посетителям сайта обращаться к нему. Вы можете настроить страницу режима обслуживания, вручную редактируя файл ""/application/maintenance.html""."
"CORE_FORM_ADMIN_SETTINGS_GENERAL_QUOTA_DESCRIPTION";"Сколько содержания (фотографии, музыка, видео, и т.д.) Вы хотите, чтобы каждый полозователь был в состоянии загрузить? Этот предел обращается только к загруженному содержанию, не вещам, которые связаны или внедрены от других вебсайтов."
"CORE_FORM_ADMIN_SETTINGS_GENERAL_SITEDESCRIPTION_DESCRIPTION";"Составьте краткое описание своего сайта. Включите любые ключевые слова или фразы, они появятся в списках поисковых роботов."
"CORE_FORM_ADMIN_SETTINGS_GENERAL_SITEKEYWORDS_DESCRIPTION";"Впишите сюда ключевые слова (разделяя запятыми), которые описывают Ваше сообщество. Они будут ключевыми словами значения по умолчанию, которые появляются в тэге <meta> в заголовке страницы. Введите самые уместные ключевые слова, чтобы помочь ранжированиям поискового сервера Вашего сообщества."
"CORE_FORM_ADMIN_SETTINGS_GENERAL_SITETITLE_DESCRIPTION";"Дайте Вашему сообществу уникальное название. Оно появится между <title>тэгами</title> на большинстве страниц Вашего сайта."
"CORE_FORM_ADMIN_SETTINGS_LOCALE_DESCRIPTION";"Выберите часовой пояс по умолчанию для Вашей социальной сети. Это будет часовой пояс по умолчанию, он применяется к учетным записям пользователей, если они не выберут свой часовой пояс при регистрации, или если они Оффлайн."
"CORE_FORM_ADMIN_SETTINGS_PERFORMANCE_DESCRIPTION";"Для очень больших социальных сетей, может быть необходимо включить кэширование для повышения производительности. Если есть заметное снижение производительности на вашей социальной сети, позволяющие рассмотреть кэширование (или модернизацию оборудования). Кэширование занимает некоторое нагрузку сервера баз данных за счет хранения часто полученных данных во временных файлах (файл-кэширование) или Memcached (память-кэширование). Если вы не знакомы с кэшированием, мы не рекомендуем вам изменять никакую из этих настроек." 
"CORE_FORM_ADMIN_SETTINGS_PERFORMANCE_ENABLE_DESCRIPTION;"Включить кэширование? Включение кэширования будет уменьшать ЦП сервера базы данных (в результате уменьшения времени загрузки страницы). Хотя некоторые некритические данные будут немного устаревшими, это, как правило, не заметно для пользователя. Например, некоторые из общей статистики сайта на главной странице может занять больше времени для обновления. Это не будет заметно, если ваша социальная сеть будет уже большой и населенный с большим количеством данных" 
"CORE_FORM_ADMIN_SETTINGS_PERFORMANCE_FILE_PATH_DESCRIPTION";"Это где временные файлы, содержащие кэшированные данные хранятся. Папка должна быть доступна для записи (CHMOD 777). Это должно быть путь относительно базового каталога, где SocialEngine установлен." 
"CORE_FORM_ADMIN_SETTINGS_PERFORMANCE_LIFETIME_DESCRIPTION";"Это определяет, как долго система будет хранить кэшированные данные до новой загрузки из базы данных сервера. Короткие жизни кэша причин большей нагрузки сервера базы данных ЦП, однако данные будут более актуальны.Мы рекомендуем начинать с 60-120 секунд." 
"CORE_FORM_ADMIN_SETTINGS_PERFORMANCE_TYPE_DESCRIPTION";"Если включена функция кэширования выше, вы можете выбрать тип кэширования, который вы хотите использовать. Memcache кэширования (если таковые имеются) будет использовать память (RAM), которая не столь обильные как объем дискового пространства, однако это будет быстрее, чем на основе файлов кэширования при выполнении операций чтения/записи" 
"CORE_FORM_ADMIN_SETTINGS_SPAM_CENSOR_DESCRIPTION";"Введите любые слова, что Вы, которых Вы хотите цензору на профилях ваших пользователей так же как любых дополнениях к программе, которые Вы установили. Они будут заменены звездочками (*), и только затронут новое содержание. Отдельные слова запятыми как word1, word2"
"CORE_FORM_ADMIN_SETTINGS_SPAM_DESCRIPTION";"Социальные сети - часто адресат агрессивной тактики спама. Это чаще всего входит в форму поддельных учетных записей пользователя и спама в комментариях. На этой странице, Вы можете справиться различный против спама и особенности цензуры. Отметьте: Чтобы включить особенность проверки изображения подписки (популярный инструмент против спама), см. страницу Продвижения Подписки."
